燃气,3.1,燃气管网风险统计,"系统将燃气管网与燃气场站风险划分为重大风险、较大风险、一般风险、低风险，通过对燃气管网风险按照风险等级和时间维度结合可视化图表进行统计分析，有助于行业监管单位对风险实施精准的分级管控、督导。
结合可视化图表的形式，通过以行政区域的维度对燃气管网风险进行分类统计分析，可直观掌握当前各区域的燃气风险管控成效，有利于逐级压实部门监管责任、属地管理责任。"
燃气,（四）,辅助支持子系统,
燃气,1,系统首页,宏观上，将系统汇聚的各类数据形象化、直观化、具体化，实时反映燃气各项业务场景的安全运行态势，帮助政府领导、行业监管单位随时随地掌握总体运行情况辅助决策，真正实现数据化的智慧监管。统计信息包含预警统计、当前监测报警信息的审核统计、设备运行状态统计、报警提醒列表、管网统计、风险统计等。
燃气,2,报告管理,
燃气,2.1,报告模板设置,监测人员把通过审批的报告模板上传到系统中，其他人员可以方便查询下载模板来使用，做到报告模板的经验积累和信息共享，模板有调整可以及时更新，可为不同角色设置不同权限。
燃气,2.2,风险评估报告,监测人员把通过审批的风险评估报告定期上传到系统中，监管部门和燃气公司可以在线查看下载报告，作为燃气行业安全监管和企业安全管控的指导依据，可为不同角色设置不同权限。
燃气,2.3,安全运行报告,监测人员把通过审批的安全运行报告定期上传到系统中，监管部门和燃气公司可以在线查看下载报告，作为燃气行业安全监管和企业安全管控的指导依据，可为不同角色设置不同权限。
燃气,2.4,研判分析报告,汇聚燃气管网相邻地下空间监测报警和泄漏预警上传的研判分析报告，形成报警研判分析报告库，监测部门、监管部门和燃气公司可以在线查看下载报告，作为燃气风险监测预警研判分析的指导依据。
燃气,3,燃气知识库管理,汇聚燃气法律法规、技术标准、国家政策等行业知识，日常安全监测过程中可以不断更新、补充相关行业知识。利用辅助决策知识库，向相关部门和人员提供风险隐患双重预防和风险监测预警的管控处置措施要点、注意事项等知识查询服务。
燃气,4,燃气案例库管理,汇聚燃气安全事故重特大、典型案例以及相应的事故调查报告，日常安全监测过程中可以不断更新、补充相关事故案例。利用辅助决策案例库，向相关部门和人员提供风险隐患双重预防和风险监测预警的事前预防和应急处置要点、注意事项等案例查询服务。
燃气,5,燃气专家库管理,燃气安全管控以及预防燃气爆炸等重大安全事故，需要相关领域专家参与共建、会商会诊、专业指导，系统提供了专家库建设能力，地方政府可以搭建专家指导平台，汇聚专业人才为燃气安全运行保驾护航，当遇到安全疑难问题或紧急状况时，监测值守人员可以第一时间联系到对口的专家给与专业性的指导和解答。
燃气,二,高级功能（选配）,
燃气,（一）,泄漏研判分析子系统,
燃气,1,燃气泄漏溯源分析,
燃气,1.1,可能泄漏的燃气管线分析,通过泄漏溯源分析，推演出可能发生泄漏的管段信息，并对其周边的各类管线信息进行列表展示，支持对可能泄漏燃气管线进行GIS地图定位，辅助对可能泄漏的燃气管线结合地理信息系统进行查看。
燃气,1.2,可能泄漏的燃气管点分析,通过泄漏溯源分析，推演出可能发生泄漏的管点信息，并对管点信息进行列表展示，支持对可能泄漏燃气管点进行GIS地图定位，辅助对可能泄漏的燃气管点结合地理信息系统进行查看。
燃气,1.3,建议关闭阀门分析,根据分析出的泄漏管线，结果管网阀门井信息，以及管网拓扑接口，生成建议关闭的燃气阀门井信息，辅助现场泄漏处置。
燃气,1.4,燃气泄漏溯源GIS可视化,对管段泄漏溯源分析出的结果，进行GIS地图上的展示，展示分析出的可能泄漏的管段和管点，并进行高亮展示，同时可查看可能泄漏管线的具体位置、埋深以及材质等信息，快速锁定现场排查范围，精准查找泄漏源，达到快速指导现场提升抢险效率的目的。
燃气,2,燃气泄漏地下扩散及爆炸分析,
燃气,2.1,燃气泄漏地下扩散周边环境分析,对扩散区域范围内的危险源和防护目标信息进行列表展示，提供危险源类型、防护目标的类型、地址、距离信息，并支持进行GIS地图定位，直观展示燃气泄漏范围周边环境信息位置关系，辅助对涉及到的危险源结合地理信息系统进行综合查看，为必要的应急处置提供辅助。
燃气,2.2,燃气泄漏地下扩散其他影响管线,对扩散区域范围内的地下其他管线信息进行列表展示，提供管线的类型以及其他属性信息，支持进行GIS地图定位，直观展示燃气泄漏范围内的其他管线位置关系，辅助对涉及到的地下其他管线结合地理信息系统进行综合查看，为突发事件的应急处置提供辅助。
燃气,2.3,燃气泄漏地下扩散影响窨井分析,对扩散区域范围内的窨井信息进行列表展示，提供窨井的类型及其他属性信息，并支持进行GIS地图定位，直观了解燃气泄漏对周边窨井的影响情况，辅助对涉及到的窨井结合地理信息系统进行综合查看，预防不可控的次生衍生灾害发生。
燃气,2.4,燃气泄漏地下扩散范围GIS可视化,对可燃气体泄漏扩散分析出的结果，进行GIS地图上的展示，展示出管线泄漏之后可能影响的区域，对影响的燃气管线及其他管线进行高亮展示，同时可查看可能影响的其他管线的具体位置、材质等信息，从而在事故应急处置中为精准划定现场警戒、疏散范围提供有力参考。
燃气,2.5,燃气泄漏爆炸影响范围分析,对燃气爆炸影响后果进行分析，给出爆炸重伤半径、轻伤半径、重伤面积、轻伤面积、伤亡预估信息，辅助模拟一旦发生爆炸产生的后果，并支持在GIS地图上，可视化呈现爆炸影响范围。
燃气,2.6,燃气泄漏爆炸影响周边环境分析,对燃气爆炸影响危险源和防护目标信息进行列表展示，提供危险源类型、防护目标的类型、地址、距离信息，并支持进行GIS地图定位，直观展示燃气爆炸范围与周边环境信息的位置关系，辅助对涉及到的防护目标结合地理信息系统进行综合查看，为突发事件的应急处置提供辅助。
燃气,2.7,燃气泄漏爆炸影响区域窨井分析,对燃气爆炸影响区域的窨井信息进行列表展示，提供窨井的类型及其他属性信息，支持进行GIS地图定位，直观了解燃气爆炸对周边窨井的影响情况，直观了解燃气爆炸事件对周边窨井的影响，辅助对涉及到的窨井结合地理信息系统进行查看，为相应的事故部署工作提供支持。
燃气,2.8,燃气泄漏爆炸预警分析GIS可视化,对爆炸分析算法分析出的结果进行GIS地图上的展示，在GIS地图上直观展示爆炸分析影响的窨井、燃气管线、其他管线、周边危险源防护目标和以及发生爆炸的轻伤重伤半径等关键指标，根据这个结果燃气公司快速锁定现场爆炸影响范围，为现场抢险救援提供有力支持。
